104.6500 27.9000 0.00 2.8770
104.6500 27.9500 0.00 3.2040
104.7000 27.9500 0.00 3.1980
104.5000 28.0000 0.00 2.9460
104.6000 28.0000 0.00 2.6940
104.6500 28.0000 0.00 2.9380
104.7000 28.0000 0.00 2.8530
104.7500 28.0000 0.00 2.8360
104.8000 28.0000 0.00 3.2580
104.8500 28.0000 0.00 3.0240
104.9000 28.0000 0.00 2.8280
104.9500 28.0000 0.00 2.9590
105.0000 28.0000 0.00 2.7590
104.5000 28.0500 0.00 2.8680
104.5500 28.0500 0.00 2.7730
104.6000 28.0500 0.00 2.8030
104.6500 28.0500 0.00 2.9270
104.7000 28.0500 0.00 2.9180
104.7500 28.0500 0.00 2.6890
104.8000 28.0500 0.00 2.6800
104.8500 28.0500 0.00 3.1040
104.9000 28.0500 0.00 3.0460
104.9500 28.0500 0.00 3.0500
105.0000 28.0500 0.00 2.7160
104.5000 28.1000 0.00 2.8390
104.5500 28.1000 0.00 2.9230
104.6000 28.1000 0.00 2.6780
104.6500 28.1000 0.00 2.9030
104.7000 28.1000 0.00 2.9850
104.7500 28.1000 0.00 2.8570
104.8000 28.1000 0.00 2.9370
104.8500 28.1000 0.00 3.0690
104.9000 28.1000 0.00 2.7490
104.9500 28.1000 0.00 2.8740
105.0000 28.1000 0.00 2.6530
105.0500 28.1000 0.00 2.6210
104.4500 28.1500 0.00 2.6560
104.5000 28.1500 0.00 2.6920
104.5500 28.1500 0.00 2.8120
104.6000 28.1500 0.00 2.8780
104.6500 28.1500 0.00 2.6790
104.7000 28.1500 0.00 3.0760
104.7500 28.1500 0.00 3.2660
104.8000 28.1500 0.00 2.9110
104.8500 28.1500 0.00 3.0330
104.9000 28.1500 0.00 2.9100
104.9500 28.1500 0.00 2.8550
105.0000 28.1500 0.00 2.8170
105.0500 28.1500 0.00 2.5740
105.1000 28.1500 0.00 2.7080
104.5000 28.2000 0.00 2.6450
104.5500 28.2000 0.00 2.7050
104.6000 28.2000 0.00 2.6810
104.6500 28.2000 0.00 2.6240
104.7000 28.2000 0.00 2.5510
104.7500 28.2000 0.00 2.9370
104.8000 28.2000 0.00 2.9940
104.8500 28.2000 0.00 3.0430
104.9000 28.2000 0.00 3.0340
104.9500 28.2000 0.00 2.7010
105.0000 28.2000 0.00 2.6610
105.0500 28.2000 0.00 2.5910
105.1000 28.2000 0.00 2.8680
104.4500 28.2500 0.00 2.6340
104.5000 28.2500 0.00 2.6390
104.5500 28.2500 0.00 2.8540
104.6000 28.2500 0.00 2.7480
104.6500 28.2500 0.00 3.0650
104.7000 28.2500 0.00 2.7260
104.7500 28.2500 0.00 2.7720
104.8000 28.2500 0.00 2.6750
104.8500 28.2500 0.00 2.9920
104.9000 28.2500 0.00 2.8740
104.9500 28.2500 0.00 3.0180
105.0000 28.2500 0.00 2.7100
105.0500 28.2500 0.00 2.7590
105.1000 28.2500 0.00 3.0160
104.5000 28.3000 0.00 2.7170
104.5500 28.3000 0.00 2.8450
104.6000 28.3000 0.00 2.8530
104.6500 28.3000 0.00 2.6210
104.7000 28.3000 0.00 3.0730
104.7500 28.3000 0.00 2.9720
104.8000 28.3000 0.00 3.4280
104.8500 28.3000 0.00 2.7290
104.9000 28.3000 0.00 3.4160
104.9500 28.3000 0.00 2.6060
105.0000 28.3000 0.00 3.3790
105.0500 28.3000 0.00 3.3110
105.1000 28.3000 0.00 3.2790
104.5000 28.3500 0.00 2.5490
104.5500 28.3500 0.00 2.7150
104.6000 28.3500 0.00 2.7100
104.6500 28.3500 0.00 2.7520
104.7000 28.3500 0.00 3.0320
104.7500 28.3500 0.00 2.5620
104.8000 28.3500 0.00 2.7670
104.8500 28.3500 0.00 2.9330
104.9000 28.3500 0.00 3.0460
104.9500 28.3500 0.00 3.3710
105.0000 28.3500 0.00 3.1690
105.0500 28.3500 0.00 2.8710
105.1000 28.3500 0.00 3.0470
104.5000 28.4000 0.00 2.5940
104.5500 28.4000 0.00 2.6700
104.6000 28.4000 0.00 2.9640
104.6500 28.4000 0.00 2.7530
104.7000 28.4000 0.00 2.9060
104.7500 28.4000 0.00 2.7440
104.8000 28.4000 0.00 3.3330
104.8500 28.4000 0.00 2.9380
104.9000 28.4000 0.00 2.8620
104.9500 28.4000 0.00 3.2130
105.0000 28.4000 0.00 2.8180
105.0500 28.4000 0.00 2.6080
105.1000 28.4000 0.00 2.8270
105.1500 28.4000 0.00 2.7590
104.5500 28.4500 0.00 2.7630
104.6000 28.4500 0.00 2.9470
104.6500 28.4500 0.00 2.7470
104.7000 28.4500 0.00 2.7340
104.7500 28.4500 0.00 2.8550
104.8000 28.4500 0.00 2.9330
104.8500 28.4500 0.00 2.8540
104.9000 28.4500 0.00 2.5220
104.9500 28.4500 0.00 2.7450
105.0000 28.4500 0.00 2.5460
104.5500 28.5000 0.00 2.6800
104.6000 28.5000 0.00 2.7000
104.6500 28.5000 0.00 2.5120
104.7000 28.5000 0.00 2.6560
104.7500 28.5000 0.00 2.9760
104.8000 28.5000 0.00 2.8660
104.8500 28.5000 0.00 2.5700
104.9000 28.5000 0.00 3.2520
104.9500 28.5000 0.00 2.6510
105.0000 28.5000 0.00 2.6730
105.0500 28.5000 0.00 2.6890
104.6000 28.5500 0.00 2.6480
104.6500 28.5500 0.00 2.6220
104.7000 28.5500 0.00 2.6360
104.7500 28.5500 0.00 2.7430
104.8000 28.5500 0.00 2.6280
104.8500 28.5500 0.00 2.7820
104.9000 28.5500 0.00 2.6600
104.9500 28.5500 0.00 2.5780
105.0000 28.5500 0.00 2.6760
104.6000 28.6000 0.00 2.5580
104.7000 28.6000 0.00 2.4980
104.7500 28.6000 0.00 2.7660
104.8000 28.6000 0.00 2.6070
104.8500 28.6000 0.00 2.7030
104.9000 28.6000 0.00 2.7430
104.9500 28.6000 0.00 2.5800
105.0000 28.6000 0.00 2.9200
104.6000 27.8500 1.50 3.0550
104.6500 27.9000 1.50 3.0640
104.6500 27.9500 1.50 3.4130
104.7000 27.9500 1.50 3.4730
104.7500 27.9500 1.50 3.3330
104.8500 27.9500 1.50 3.1860
104.9000 27.9500 1.50 3.1240
